source,target
"Nghị quyết 06/2008/NQ-HĐND Về mức thu và quản lý sử dụng tiền phí, lệ phí trên địa bàn tỉnh","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Quyết định 34/2012/QĐ-UBND Ban hành Quy chế về công tác thi đua, khen thưởng tỉnh Tây Ninh","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
Quyết định 52/2010/QĐ-UBND Ban hành quy hoạch phát triển hệ thống cửa hàng kinh doanh xăng dầu trên địa bàn tỉnh tây ninh đến năm 2020,"Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
Nghị quyết 34/2010/NQ-HĐND Về đào tạo nghề cho lao động nông thôn tỉnh Tây Ninh giai đoạn 2011–2015 và định hướng đến năm 2020,"Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Nghị quyết 38/2008/NQ-HĐND Chính sách tạm thời hỗ trợ, phát triển, thu hút nguồn nhân lực y tế giai đoạn 2009 – 2015","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
Quyết định 02/2011/QĐ-UBND Ban hành đề án đào tạo nghề cho lao động nông thôn tỉnh Tây Ninh giai đoạn 2011-2015 và định hướng đến năm 2020,"Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Quyết định 07/2012/QĐ-UBND Ban hành Quy định về tổ chức, chế độ, chính sách và trang bị đối với lực lượng bảo vệ dân phố trên địa bàn tỉnh Tây Ninh","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Quyết định 29/2008/QĐ-UBND Điều chỉnh, bổ sung, bãi bỏ, miễn các loại phí, lệ phí theo nghị quyết số 06/2008/NQ-HĐND ngày 8/4/2008 của hội đồng nhân dân tỉnh khóa VII, kỳ họp thứ 13","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Quyết định 30/2013/QĐ-UBND Về việc ban hành biểu giá nước sạch sinh hoạt tại đô thị, khu vực nông thôn và nước dùng cho cơ quan hành chính sự nghiệp, khu công nghiệp, đơn vị sản xuất, kinh doanh dịch vụ trên địa bàn tỉnh Tây Ninh","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Quyết định 45/2012/QĐ-UBND Về việc bổ sung Khoản 1, Điều 2 quyết định số 53/2011/QĐ-UBND và điều chỉnh, bổ sung phụ lục I bảng giá tính lệ phí trước bạ xe ô tô, xe gắn máy, mô tô ba bánh ban hành kèm theo quyết định số 53/2011/QĐ-UBND, ngày 23/12/2011 của UBND tỉnh Tây Ninh","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Quyết định 47/2012/QĐ-UBND Ban hành quy chế tổ chức và hoạt động của trung tâm Văn Hóa -Thể Thao - Học Tập cộng đồng xã, phường, thị trấn","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Quyết định 58/2012/QĐ-UBND Công bố dự toán thu, chi ngân sách nhà nước năm 2013 trên địa bàn Tỉnh","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Quyết định 53/2011/QĐ-UBND Về việc ban hành bảng giá tính lệ phí trước bạ xe ô tô, xe gắn máy, mô tô ba bánh, tàu, thuyền, sà lan áp dụng trên địa bàn tỉnh Tây Ninh","Quyết định 413/QĐ-UBND Về việc công bố Danh mục văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân tỉnh Tây Ninh hết hiệu lực toàn bộ hoặc một phần năm 2014"
"Quyết định 11/2015/QĐ-UBND Về việc ban hành Quy định công tác thi đua, khen thưởng trên địa bàn tỉnh","Quyết định 17/2017/QĐ-UBND Về việc sửa đổi, bổ sung một số điều của Quy định về công tác thi đua, khen thưởng của tỉnh ban hành kèm theo Quyết định số 11/2015/QĐ-UBND ngày 03/3/2015"
Quyết định 03/2011/QĐ-UBND Về việc Ban hành Quy định quản lý Nhà nước về Giá trên địa bàn tỉnh Lạng Sơn,Quyết định 13/2015/QĐ-UBND Ban hành quy định quản lý Nhà nước về Giá trên địa bàn tỉnh Lạng Sơn
"Quyết định 04/2011/QĐ-UBND Ban hành danh mục hàng hóa, dịch vụ thực hiện: Bình ổn giá, đăng ký giá, kê khai giá và điều kiện áp dụng các biện pháp bình ổn giá trên địa bàn tỉnh Lạng Sơn",Quyết định 13/2015/QĐ-UBND Ban hành quy định quản lý Nhà nước về Giá trên địa bàn tỉnh Lạng Sơn
"Quyết định 05/2015/QĐ-UBND Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Nội vụ","Quyết định 42/2017/QĐ-UBND Bổ sung, bãi bỏ một số quy định về kiểm soát thủ tục hành chính trong một số Quyết định của Ủy ban nhân dân tỉnh Hà Nam"
"Quyết định 02/2014/QĐ-UBND Về phân cấp, ủy quyền quyết định đầu tư và phân công nhiệm vụ trong quản lý đầu tư các dự án sử dụng nguồn vốn ngân sách do địa phương quản lý","Quyết định 04/2015/QĐ-UBND Ban hành Quy định về phân công, phân cấp trách nhiệm quản lý nhà nước vè đấu thầu trên địa bàn tỉnh Quảng Trị"
"Quyết định 04/2007/QĐ-UBND Ban hành quy định về việc thu phí thẩm định đề án, báo cáo thăm dò, khai thác, sử dụng tài nguyên nước;; xả nước thải vào nguồn nước;; hồ sơ hành nghề khoan nước dưới đất và lệ phí cấp giấy phép hoạt động trong lĩnh vực tài nguyên nước trên địa bàn Tỉnh Tiền Giang","Quyết định 14/2015/QĐ-UBND Ban hành Quy định mức thu, quản lý và sử dụng phí thẩm định đề án, báo cáo thăm dò, khai thác, sử dụng nước dưới đất; khai thác, sử dụng nước mặt; xả nước thải vào nguồn nước trên địa bàn tỉnh Tiền Giang"
Quyết định 118/2015/QĐ-UBND Ban hành Quy định một số thủ tục liên quan đến tiếp cận điện năng trên địa bàn tỉnh Bắc Giang,"Quyết định 16/2018/QĐ-UBND Sửa đổi, bổ sung, bãi bỏ một số điều của Quy định một số thủ tục liên quan đến tiếp cận điện năng trên địa bàn tỉnh Bắc Giang và bãi bỏ phụ lục 1 ban hành kèm theo Quyết định số 118/2015/QĐ-UBND ngày 03/4/2015 của UBND tỉnh Bắc Giang"
"Nghị quyết 20/2013/NQ-HĐND Về việc quy định mức hỗ trợ xây dựng một số công trình hạ tầng nông thôn thuộc chương trình mục tiêu quốc gia xây dựng nông thôn mới tỉnh Bắc Kạn, giai đoạn 2013-2015","Nghị quyết 10/2015/NQ-HĐND Về việc quy định mức hỗ trợ xây dựng công trình hạ tầng nông thôn thuộc Chương trình mục tiêu Quốc gia xây dựng nông thôn mới tỉnh Bắc Kạn, giai đoạn 2015-2020"
"Quyết định 128/2015/QĐ-UBND Ban hành Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Tư pháp tỉnh Bắc Giang","Quyết định 40/2017/QĐ-UBND Sửa đổi, bổ sung một số điều của Quy định về chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Tư pháp tỉnh Bắc Giang ban hành kèm theo Quyết định số 128/2015/QĐ-UBND ngày 08/4/2015 của UBND tỉnh"
"Quyết định 128/2015/QĐ-UBND Ban hành Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Tư pháp tỉnh Bắc Giang","Quyết định 14/2017/QĐ-UBND Sửa đổi, bổ sung, bãi bỏ một số điều của Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của một số cơ quan chuyên môn thuộc UBND tỉnh"
"Quyết định 06/2015/QĐ-UBND Ban hành Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Tư pháp tỉnh Cà Mau","Quyết định 31/2017/QĐ-UBND Sửa đổi, bổ sung một số điều Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Văn phòng Ủy ban nhân dân tỉnh Cà Mau ban hành kèm theo Quyết định số 65/2015/QĐ-UBND ngày 31 tháng 12 năm 2015 của Ủy ban nhân dân tỉnh Cà Mau"
"Quyết định 08/2015/QĐ-UBND Về việc quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Tư pháp tỉnh Hà Nam","Quyết định 42/2017/QĐ-UBND Bổ sung, bãi bỏ một số quy định về kiểm soát thủ tục hành chính trong một số Quyết định của Ủy ban nhân dân tỉnh Hà Nam"
Quyết định 09/2015/QĐ-UBND Ban hành Quy chế quản lý và sử dụng kinh phí khuyến công trên địa bàn tỉnh Cà Mau,"Quyết định 08/2018/QĐ-UBND Sửa đổi, bổ sung một số điều của Quy chế quản lý và sử dụng kinh phí khuyến công trên địa bàn tỉnh Cà Mau ban hành kèm theo Quyết định số 09/2015/QĐ-UBND ngày 20/4/2015 của Ủy ban nhân dân tỉnh Cà Mau"
"Nghị quyết 03/2013/NQ-HĐND8 Về việc quy định mức thu, quản lý và sử dụng phí sử dụng đường bộ đối với xe mô tô trên địa bàn tỉnh Bình Dương",Nghị quyết 08/2015/NQ-HĐND8 Về việc phân cấp sử dụng Quỹ Bảo trì đường bộ tỉnh Bình Dương
Nghị quyết 08/2015/NQ-HĐND8 Về việc phân cấp sử dụng Quỹ Bảo trì đường bộ tỉnh Bình Dương,Nghị quyết 36/2016/NQ-HĐND9 Về việc bãi bỏ các quy định liên quan đến phí sử dụng đường bộ đối với xe mô tô trên địa bàn tỉnh Bình Dương
"Nghị quyết 02/2007/NQ-HĐND Về việc quy định về thu, quản lý và sử dụng phí đấu giá, phí vệ sinh, phí thư viện và phí thẩm định cấp phép sử dụng vật liệu nổ công nghiệp",Nghị quyết 171/2015/NQ-HĐND Nghị quyết quy định về Phí vệ sinh trên địa bàn tỉnh Hà Giang
"Nghị quyết 19/2010/NQ-HĐND Quy định mức thu, quản lý, sử dụng lệ phí cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất;; lệ phí cấp giấy phép xây dựng và sửa đổi, bổ sung quy định về phí vệ sinh tại nghị quyết số 02/2007/NQ-HĐND ngày 12 tháng 7 năm 2007",Nghị quyết 171/2015/NQ-HĐND Nghị quyết quy định về Phí vệ sinh trên địa bàn tỉnh Hà Giang
Nghị quyết 28/2011/NQ-HĐND Về việc sửa đổi phụ lục quy định tỷ lệ phần trăm phân chia các khoản thu giữa các cấp ngân sách trên địa bàn tỉnh hà giang ban hành kèm theo nghị quyết số: 29/2010/NQ-HĐND ngày 11 tháng 12 năm 2010 của Hội Đồng Nhân Dân tỉnh,Nghị quyết 181/2015/NQ-HĐND Nghị quyết quy định tỷ lệ phần trăm phân chia khoản thu tiền sử dụng đất trên địa bàn tỉnh Hà Giang
"Quyết định 06/2015/QĐ-UBND Ban hành Quy định quản lý, bảo tồn và phát triển bền vững vùng đất ngập nước nội địa hồ Trị An",Quyết định 71/2016/QĐ-UBND Về việc bãi bỏ một số văn bản pháp luật của Ủy ban nhân dân tỉnh Đồng Nai ban hành
"Quyết định 31/2015/QĐ-UBND Ban hành Quy định về quản lý, cấp phép thăm dò, khai thác, sử dụng tài nguyên nước, xả nước thải vào nguồn nước trên địa bàn tỉnh Đồng Tháp","Quyết định 24/2018/QĐ-UBND Sửa đổi, bổ sung một số Điều của Quy định về quản lý, cấp phép thăm dò, khai thác, sử dụng tài nguyên nước, xả nước thải vào nguồn nước trên địa bàn tỉnh Đồng Tháp ban hành kèm theo Quyết định số 31/2015/QĐ-UBND ngày 08 tháng 5 năm 2015 của Ủy ban nhân dân tỉnh Tháp"
"Quyết định 10/2015/QĐ-UBND Ban hành Quy định về chuyển đổi mô hình kinh doanh, khai thác và quản lý chợ trên địa bàn tỉnh Vĩnh Long","Quyết định 10/2017/QĐ-UBND Sửa đổi, bổ sung một số Điều của Quy định về chuyển đổi mô hình kinh doanh, khai thác và quản lý chợ trên địa bàn tỉnh được ban hành kèm theo Quyết định số 10/2015/QĐ-UBND ngày 11 tháng 5 năm 2015 của Ủy ban nhân dân tỉnh"
"Nghị quyết 02/2010/NQ-HĐND Về việc Quy định mức thu phí và điều chỉnh, bổ sung một số loại phí thuộc tỉnh Thái Nguyên","Nghị quyết 72/2015/NQ-HĐND Quy định điều chỉnh, bổ sung mức thu một số loại phí trên địa bàn tỉnh Thái Nguyên"
"Nghị quyết 17/2009/NQ-HĐND Về việc Quy định và điều chỉnh mức thu một số loại phí, lệ phí trên địa bàn tỉnh Thái Nguyên","Nghị quyết 72/2015/NQ-HĐND Quy định điều chỉnh, bổ sung mức thu một số loại phí trên địa bàn tỉnh Thái Nguyên"
Quyết định 38/2014/QĐ-UBND Về việc quy định diện tích tối thiểu đối với đất ở được phép tách thửa trên địa bàn tỉnh Bình Dương,Quyết định 20/2015/QĐ-UBND Về việc sửa đổi Điều 5 Quyết định số 38/2014/QĐ-UBND ngày 22/10/2014 của Ủy ban nhân dân tỉnh Bình Dương quy định diện tích tối thiểu đối với đất ở được cấp phép tách thửa trên địa bàn tỉnh Bình Dương
"Quyết định 1925/QĐ-UBND thay thế Mục I, Phụ lục giá tính thuế tài nguyên ban hành kèm theo Quyết định số 1925/QĐ-UBND ngày 27/9/2013 của Ủy ban nhân dân tỉnh Thừa Thừa Thiên Huế.",Quyết định 953/QĐ-UBND. Quy định tạm thời giá tính thuế tài nguyên khoáng sản quặng titan trên địa bàn tỉnh Thừa Thiên Huế.
"Quyết định 25/2013/QĐ-UBND Về việc quy định mức thu, quản lý và sử dụng phí sử dụng đường bộ đối với xe mô tô trên địa bàn tỉnh Bình Dương",Quyết định 21/2015/QĐ-UBND Về việc phân cấp sử dụng Quỹ Bảo trì đường bộ tỉnh Bình Dương
Quyết định 21/2015/QĐ-UBND Về việc phân cấp sử dụng Quỹ Bảo trì đường bộ tỉnh Bình Dương,Quyết định 27/2016/QĐ-UBND Về việc bãi bỏ các quy định có liên quan đến phí sử dụng đường bộ đối với xe mô tô trên địa bàn tỉnh Bình Dương
Quyết định 17/2012/QĐ-UBND Về việc ban hành Quy định về thực hiện nếp sống văn hóa trên địa bàn tỉnh Thái Bình,"Quyết định 06/2015/QĐ-UBND Sửa đổi, bổ sung một số điều của quy định về thực hiện nếp sống văn hóa trên địa bàn tỉnh Thái Bình ban hành kèm theo Quyết định số 17/2012/QĐ-UBND ngày 20/11/2012 của Ủy ban nhân dân tỉnh Thái Bình"
"Quyết định 26/2009/QĐ-UBND Về việc ban hành Quy trình giải quyết khiếu nại, tố cáo của các cơ quan hành chính Nhà nước trên địa bàn tỉnh Kiên Giang",Quyết định 19/2015/QĐ-UBND Ban hành quy định quy trình giải quyết tố cáo trên địa bàn tỉnh Kiên Giang
"Quyết định 12/2015/QĐ-UBND Về việc ban hành Quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và mối quan hệ công tác của Sở Tư pháp tỉnh Bạc Liêu","Quyết định 04/2018/QĐ-UBND Về việc sửa đổi, bổ sung một số điều của Quyết định số 13/2016/QĐ-UBND ngày 19/7/2016 của Ủy ban nhân dân tỉnh Bạc Liêu về việc ban hành Quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và mối quan hệ công tác của Văn phòng UBND tỉnh Bạc Liêu"
"Quyết định 10/2015/QĐ-UBND Ban hành Quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và mối quan hệ công tác của Sở Nội vụ tỉnh Bạc Liêu","Quyết định 04/2018/QĐ-UBND Về việc sửa đổi, bổ sung một số điều của Quyết định số 13/2016/QĐ-UBND ngày 19/7/2016 của Ủy ban nhân dân tỉnh Bạc Liêu về việc ban hành Quy định chức năng, nhiệm vụ, quyền hạn, cơ cấu tổ chức và mối quan hệ công tác của Văn phòng UBND tỉnh Bạc Liêu"
"Quyết định 24/2015/QĐ-UBND Về việc quy định mức thu, chế độ thu, nộp, quản lý và sử dụng một số loại phí, lệ phí trên địa bàn tỉnh Sóc Trăng","Quyết định 26/2016/QĐ-UBND Sửa đổi, bổ sung Quyết định số 24/2015/QĐ-UBND ngày 11 tháng 6 năm 2015 của Ủy ban nhân dân tỉnh Sóc Trăng"
"Nghị quyết 136/2010/NQ-HĐND Quy định mức chi thực hiện nhiệm vụ phổ biến,  giáo dục pháp luật trên địa bàn tỉnh Vĩnh Long","Nghị quyết 135/2015/NQ-HĐND Quy định một số khoản chi có tính chất đặc thù bảo đảm cho công tác phố biến, giáo dục pháp luật và chuẩn tiếp cận pháp luật của người dân tại cơ sở trên địa bàn tỉnh Vĩnh Long"
"Nghị quyết 136/2010/NQ-HĐND Quy định mức chi thực hiện nhiệm vụ phổ biến,  giáo dục pháp luật trên địa bàn tỉnh Vĩnh Long",Nghị quyết 134/2015/NQ-HĐND Quy định một số nội dung và mức chi thực hiện công tác hoà giải cơ sở trên địa bàn tỉnh Vĩnh Long
"Quyết định 22/2015/QĐ-UBND Ban hành quy định về bồi thường, hỗ trợ và tái định cư khi nhà nước thu hồi đất trên địa bàn tỉnh Kiên Giang","Quyết định 18/2018/QĐ-UBND Sửa đổi, bổ sung một số điều của Quy định về bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Kiên Giang ban hành kèm theo Quyết định số 22/2015/QĐ-UBND ngày 17 tháng 6 năm 2015 của Ủy ban nhân dân tỉnh Kiên Giang"
"Quyết định 25/2014/QĐ-UBND Quy định quản lý, cung cấp, sử dụng dịch vụ Internet và trò chơi điện tử công cộng trên địa bàn tỉnh Bà Rịa - Vũng Tàu","Quyết định 25/2015/QĐ-UBND Về việc bãi bỏ một số nội dung của Quy định ban hành kèm theo Quyết định số 25/2014/QĐ-UBND ngày 02 tháng 6 năm 2014 của Ủy ban nhân dân tỉnh ban hành Quy định quản lý, cung cấp, sử dụng dịch vụ Internet và trò chơi điện tử công cộng trên địa bàn tỉnh Bà Rịa - Vũng Tàu"
"Quyết định 11/2015/QĐ-UBND Ban hành Quy định về việc ủy quyền, phân cấp và phân công trách nhiệm thẩm định, phê duyệt dự án đầu tư xây dựng và thiết kế, dự toán xây dựng công trình trên địa bàn tỉnh","Quyết định 51/2016/QĐ-UBND Về việc phân cấp thẩm định dự án, thiết kế cơ sở, thiết kế bản vẽ thi công và dự toán các công trình xây dựng trong Khu kinh tế và các Khu công nghiệp trên địa bàn tỉnh Bình Định"
Nghị quyết 118/2007/NQ-HĐND Về đặt một số tên đường và công trình công cộng trên địa bàn thành phố Cà Mau,"Nghị quyết 01/2015/NQ-HĐND Về đặt, đổi, bãi bỏ tên một số tuyến đường trên địa bàn thành phố Cà Mau, huyện Ngọc Hiển"
"Nghị quyết 75/2007/NQ-HĐND về việc ban hành danh mục, mức thu, quản lý, sử dụng tiền phí và lệ phí trên địa bàn tỉnh Phú Yên;;","Nghị quyết 145/2015/NQ-HĐND Quy định mức thu, quản lý và sử dụng phí thẩm định báo cáo kết quả thăm dò đánh giá trữ lượng nước dưới đất trên địa bàn tỉnh"
"Nghị quyết số 05/2010/NQ-HĐND về việc quy định mức chi kinh phí bảo đảm cho công tác phổ biến, giáo dục pháp luật trên địa bàn tỉnh Hậu Giang",Nghị quyết 03/2015/NQ-HĐND Về việc quy định một số mức chi kinh phí thực hiện công tác chuẩn tiếp cận pháp luật của người dân và công tác hòa giải ở cơ sở trên địa bàn tính Hậu Giang
"Nghị quyết 09/2014/NQ-HĐND Quy định  mức chi thực hiện công tác phổ biến, giáo dục pháp luật, chuẩn tiếp cận pháp luật cho người dân tại cơ sở trên địa bàn tỉnh Đồng Tháp",Nghị quyết 03/2015/NQ-HĐND Quy định một số mức chi thực hiện công tác hòa giải ở cơ sở trên địa bàn tỉnh Đồng Tháp
"Quyết định 267/2015/QĐ-UBND Ban hành Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Nông nghiệp và Phát triển nông thôn tỉnh Bắc Giang","Quyết định 14/2017/QĐ-UBND Sửa đổi, bổ sung, bãi bỏ một số điều của Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của một số cơ quan chuyên môn thuộc UBND tỉnh"
Nghị quyết 37/2011/NQ-HĐND Về việc sửa đổi một số điều của nghị quyết số: 06/2005/NQ-HĐND;; nghị quyết số: 17/2008/NQ-HĐND;; nghị quyết số: 19/2010/NQ-HĐND và bãi bỏ một phần nghị quyết số: 07/2009/NQ-HĐND của HĐND tỉnh Hà Giang,Nghị quyết 190/2015/NQ-HĐND Nghị quyết quy định về Phí bảo vệ môi trường đối với khai thác khoáng sản trên địa bàn tỉnh Hà Giang
Nghị quyết 28/2011/NQ-HĐND Về việc sửa đổi phụ lục quy định tỷ lệ phần trăm phân chia các khoản thu giữa các cấp ngân sách trên địa bàn tỉnh hà giang ban hành kèm theo nghị quyết số: 29/2010/NQ-HĐND ngày 11 tháng 12 năm 2010 của Hội Đồng Nhân Dân tỉnh,Nghị quyết 190/2015/NQ-HĐND Nghị quyết quy định về Phí bảo vệ môi trường đối với khai thác khoáng sản trên địa bàn tỉnh Hà Giang
"Nghị quyết 17/2008/NQ-HĐND Quy định mức thu, quản lý, sử dụng phí bảo vệ môi trường đối với khai thác khoáng sản;; phí thẩm định báo cáo đánh giá tác động môi trường và phí, lệ phí về khai thác, sử dụng tài nguyên nước;; lệ phí trước bạ xe ô tô chở người dưới 10 chỗ ngồi trên đia bàn tỉnh Hà Giang",Nghị quyết 190/2015/NQ-HĐND Nghị quyết quy định về Phí bảo vệ môi trường đối với khai thác khoáng sản trên địa bàn tỉnh Hà Giang
"Nghị quyết 92/2007/NQ-HĐND Về việc Quy định danh mục, mức thu phí, lệ phí và  tỷ lệ phân chia tiền phí, lệ phí thu được trên địa bàn tỉnh Điện Biên","Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
"Nghị quyết 301/2013/NQ-HĐND Sửa đổi mức thu phí tham quan di tích lịch sử, công trình văn hóa trên địa bàn tỉnh Điện Biên","Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
"Nghị quyết 302/2013/NQ-HĐND Quy định chế độ thu, nộp, quản lý và sử dụng phí sử dụng đường bộ theo đầu phương tiện đối với xe mô tô trên địa bàn tỉnh Điện Biên","Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
"Nghị quyết 276/2012/NQ-HĐND Quy định mức thu lệ phí cấp bản sao, lệ phí chứng thực trên địa bàn tỉnh Điện Biên","Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
"Nghị quyết 275/2012/NQ-HĐND Quy định mức thu, tỷ lệ phần trăm trích lại cho các cơ quan thu lệ phí đăng ký giao dịch bảo đảm và phí cung cấp thông tin về giao dịch bản đảm trân địa bàn tỉnh Điện Biên","Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
Nghị quyết 252/2011/NQ-HĐND Quy định mức thu lệ phí trước bạ đối với xe ô tô chở người dưới 10 chỗ ngồi (kể cả lái xe) trên địa bàn tỉnh Điện Biên,"Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
Nghị quyết 250/2011/NQ-HĐND Về việc quy định thu phí bảo vệ môi trường đối với nước thải sinh hoạt trên địa bàn tỉnh Điện Biên,"Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
Nghị quyết 65/2006/NQ-HĐND Về mức thu phí thẩm định cấp giấy phép sử dụng vật liệu nổ công nghiệp trên địa bàn tỉnh Điện Biên,"Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
"Nghị quyết 241/2011/NQ-HĐND V/v ban hành mức thu, chế độ thu, nộp quản lý và sử dụng lệ phí cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất trên địa bàn tỉnh Điện Biên","Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
"Nghị quyết 210/2010/NQ-HĐND Sửa đổi, bổ sung mức thu phí, lệ phí trên địa bàn tỉnh Điện Biên","Nghị quyết 366/2015/NQ-HĐND Điều chỉnh, bổ sung một số nội quy quy định về phí, lệ phí trên địa bàn tỉnh Điện Biên"
Nghị quyết 246/2011/NQ-HĐND Về việc ban hành một số chế độ chính sách đối với lực lượng Dân quân tự vệ khi thực hiện nhiệm vụ,"Nghị quyết 368/2015/NQ-HĐND V/v Quy định số lượng, chức danh, mức phụ cấp đối với những người hoạt động không chuyên trách ở xã, phường, thị trấn và ở thôn, bản, tổ dân phố trên địa bàn tỉnh Điện Biên"
"Nghị quyết 340/NQ-HĐND Thông qua Đề án “Nâng cao chất lượng, hiệu quả bảo vệ an ninh, trật tự của lực lượng Công an xã trên địa bàn tỉnh Điện Biên” giai đoạn 2014-2020.","Nghị quyết 368/2015/NQ-HĐND V/v Quy định số lượng, chức danh, mức phụ cấp đối với những người hoạt động không chuyên trách ở xã, phường, thị trấn và ở thôn, bản, tổ dân phố trên địa bàn tỉnh Điện Biên"
"Nghị quyết 94/2006/NQ-HĐND Quy định mức thu, đối tượng thu, chế độ thu nộp, quản lý và sử dụng một số loại phí và lệ phí trên địa bàn tỉnh Tuyên Quang","Nghị quyết 33/2015/NQ-HĐND Quy định mức thu, đối tượng thu, chế độ thu, nộp, quản lý và sử dụng phí qua đồ; phí sử dụng hè đường, lòng đường, lề đường, bến, bãi; phí vệ sinh; phí trông giữ xe đạp, xe máy, ô tô trên địa bàn tỉnh Tuyên Quang"
